id,Product_name,Rating,maincateg,platform,price1,Price,Discount,norating1,noreviews1,star_5f,star_4f,star_3f,star_2f,star_1f,fulfilled1,EffectivePrice
7335,Sneakers For Women  (White),3.8,Women,Flipkart,324,499,35.07,361,46,162,88,40,34,37,1,324.000703125
3484,Boots For Women  (Red),3.6,Women,Flipkart,699,1999,65.03,25,3,10,7,2,1,5,0,699.0503125
18649,"Latest Ladies Sports Running Shoes,Super Soft and comfortable Sneakers Running Shoes For Women Walking Shoes For Women  (Pink, White)",4.4,Women,Flipkart,990,999,0.9,114,14,76,24,6,2,6,0,990.0090002441407
18297,MRJ30888 Boots For Men  (Beige),3.9,Men,Flipkart,473,499,5.21,1709,289,860,286,240,110,213,0,473.002099609375
16850,Men Khaki Casual Sandal,4.2,Men,Flipkart,2462,3195,22.94,2291,296,1237,613,224,72,145,1,2462.066953125
4596,Royal Jutis For men Jutis For Men  (Red),3.4,Men,Flipkart,445,999,55.46,25,4,11,3,4,0,7,0,444.954609375
2309,Men Brown Sandal,4.0,Men,Flipkart,2805,3995,29.79,130,7,65,34,8,8,15,1,2804.889453125
17144,Women Grey Wedges Sandal,4.0,Women,Flipkart,599,1499,60.04,113,19,56,29,14,5,9,1,599.000390625
1095,Women Multicolor Heels Sandal,3.7,Women,Flipkart,455,799,43.05,784,109,374,130,88,70,125,0,455.0305078125
9038,Flip Flops,4.2,Women,Flipkart,299,699,57.22,15,5,8,4,2,0,1,1,299.0321875
13740,Women Gold Wedges Sandal,3.8,Women,Flipkart,499,2000,75.05,12,3,4,4,2,2,0,0,499.0
8045,Formal Loafers Loafers For Men  (Brown),4.1,Men,Flipkart,398,999,60.16,625,73,338,140,81,28,38,1,398.0016015625
1296,Rider-X Leatherette Tan Brown Zipper Rough n Tough Hiking Trekking Riding High Ankle Length Long Men's Boots Boots For Men  (Tan),3.8,Men,Flipkart,549,999,45.05,2154,299,1094,307,285,153,315,1,548.9505078125001
7648,Girls Stylish & Comfortable | Casual | Party Wear Boots For Women  (Green),3.6,Women,Flipkart,387,999,61.26,28,4,8,8,7,2,3,0,387.01261718750004
12517,"Running Shoes For Women  (Green, Grey)",4.0,Women,Flipkart,524,599,12.52,19059,2529,8969,5389,2528,762,1411,1,524.0051953125001
1139,"Stylish, Fashionble & Comfortable Mesh Shoes With Soft Lace and AirMix Sole for Gyming/ Sports/ Casual/ Sneakers/ Walking/ Training/Outdoors/ Running Shoes For Men  (Blue, Grey)",3.9,Men,Flipkart,449,999,55.06,566,94,294,91,65,48,68,1,448.9505859375
10356,Women Pink Flats Sandal,4.0,Women,Flipkart,699,999,30.03,116,16,0,0,0,0,0,0,699.00029296875
9601,Zipper Synthetic Leather Casual Partywear New Design Stylish Boots For Women And Girls Boots For Women  (Black),4.3,Women,Flipkart,498,999,50.15,4869,829,3000,995,449,179,246,1,498.001484375
10318,Go Run 600 - Refine Casuals For Women  (White),4.4,Women,Flipkart,3499,4999,30.01,594,66,372,145,42,12,23,1,3498.8001562500003
2540,Slides,3.7,Men,Flipkart,1019,1999,49.02,462,54,196,108,64,23,71,1,1019.09015625
14290,"Captain-13 Running shoes for boys | sports shoes for men | Latest Stylish Casual sneakers for men | Lace up lightweight black shoes for running, walking, gym, trekking, hiking & party Running Shoes For Men  (Black)",3.9,Men,Flipkart,569,999,43.04,1380,236,649,320,166,73,172,1,569.030390625
18122,"Training & Gym Shoes For Women  (White, Black)",4.3,Women,Flipkart,679,1699,60.04,199,34,122,38,19,11,9,1,678.920390625
10149,Women White Wedges Sandal,4.3,Women,Flipkart,474,999,52.55,49,10,31,8,4,4,2,0,474.0255078125
8682,Walking Shoes For Women  (Grey),4.2,Women,Flipkart,399,899,55.62,124,19,68,26,16,1,10,0,398.9762109375
5400,Boots For Women  (Pink),4.3,Women,Flipkart,365,999,63.46,7,0,3,3,1,0,0,0,365.03460937499995
3415,"Bowling, Motorsport, Riding, Running, Walking, Gym, Football Running Shoes For Men  (Green, Grey)",4.0,,Flipkart,474,599,20.87,,,19798,,5801,2130,3089,1,473.98869140625
6310,Women Blue Heels Sandal,4.1,Women,Flipkart,499,999,50.05,353,61,196,74,32,13,36,1,499.0005078125
141,Slip On Sneakers For Men  (Blue),3.8,Men,Flipkart,370,302,42.08,741,81,73,67,57,98,216,0,174.9183984375
11395,casual for men sneaker shoes high top shoes stylish High Tops For Men  (Blue),4.1,Men,Flipkart,470,999,52.95,6001,732,3636,880,598,296,591,1,470.02949218749995
12865,Men Blue Clogs Sandal,3.9,Men,Flipkart,521,999,47.85,4893,562,2259,1202,628,283,521,0,520.978515625
17952,"Latest Collection, Comfortable & Fashionable Bellies for Women's and Girl's Bellies For Women  (Blue)",3.9,Women,Flipkart,249,499,50.1,3116,389,1508,625,461,195,324,0,249.001015625
12828,Slippers,4.2,Men,Flipkart,249,499,50.1,206,28,113,44,28,13,8,1,249.001015625
15875,Lace Up For Men  (Black),3.8,Men,Flipkart,659,1799,63.37,616,68,244,177,97,43,55,1,658.9737500000001
4094,"Women's/Ladies/Female/Girls Trendy Fashionable Lightweight Comfortable Partywear, Casual wear Lace-Up Shoes Sneakers For Women  (White)",4.0,Women,Flipkart,666,999,33.33,43,3,25,7,3,2,6,0,666.0332812500001
8588,Women Brown Wedges Sandal,3.8,Women,Flipkart,395,599,34.06,11296,1679,5153,2195,1647,855,1446,1,394.9805859375
7409,Women Green Heels Sandal,3.9,Women,Flipkart,479,999,52.05,22,3,10,7,1,1,3,1,479.0205078125
11602,Flip Flops,3.9,,Flipkart,319,499,36.07,130,,61,,20,5,16,1,319.01070312499996
10900,Men Navy Sports Sandal,4.2,Men,Flipkart,1288,4295,70.01,1355,183,710,417,128,37,63,1,1288.0703125
1918,Women Grey Flats Sandal,3.9,Women,Flipkart,379,899,57.84,463,47,219,116,57,23,48,1,379.01839843749997
2504,ADILETTE AQUA Slides,4.0,Women,Flipkart,1499,1999,25.01,8,1,5,1,0,1,1,1,1499.050078125
284,COROLLA Running Shoes For Men  (Black),4.2,Men,Flipkart,950,1603,30.02,428,63,361,108,24,31,29,1,1121.779375
2113,Jutis For Women  (Multicolor),4.0,Women,Flipkart,399,999,60.06,182,24,100,32,22,10,16,0,399.0005859375
2063,Casuals For Men  (Black),3.9,Men,Flipkart,389,999,61.06,2432,329,1268,416,293,146,309,0,389.01058593749997
20828,Perfect Stylish Girls Casual Shoes Sneakers For Women  (White),3.9,Women,Flipkart,399,999,60.06,1353,202,698,258,174,77,146,0,399.0005859375
3831,Women Red Heels Sandal,4.0,Women,Flipkart,426,499,14.63,617,74,337,95,81,40,64,0,425.996298828125
18942,Slippers,3.8,Men,Flipkart,359,999,64.06,996,119,499,150,110,83,154,0,359.040625
3641,Casuals For Women  (Red),3.8,Women,Flipkart,356,499,28.66,58,14,25,14,7,5,7,0,355.9866015625
12296,Designer Rajasthani Jaipuri Silk Jutti for Women and Girls Jutis For Women  (Orange),3.7,Women,Flipkart,349,899,61.18,10,2,3,3,3,0,1,0,348.991796875
7417,Hush Berry Mens Loafer for Mens Casuals For Men  (Black),3.9,,Flipkart,569,1249,54.44,,155,,,0,0,0,1,569.044453125
12688,Supernal Wns NU 2 IDP Running Shoes For Women  (Grey),4.3,Women,Flipkart,990,2999,66.99,3816,498,2202,985,318,104,207,1,989.97
9194,Flip Flops,4.1,Men,Flipkart,449,599,25.04,730,88,379,200,69,23,59,1,449.010390625
13274,"Turino Stacked Sneakers For Women  (Pink, Black)",4.5,Women,Flipkart,2745,4999,45.09,17,4,13,2,1,0,1,1,2744.9509375
7248,Women Multicolor Flats Sandal,3.7,Women,Flipkart,599,998,39.98,323,52,146,56,49,27,45,1,598.999609375
14092,ARYA - DIFFERENT EDGE Bellies For Women  (Navy),4.2,Women,Flipkart,2364,4299,45.01,166,24,94,39,12,6,15,1,2364.0201562499997
14652,Boots For Men  (Brown),4.1,Men,Flipkart,2859,3345,14.53,214,35,123,40,16,15,20,0,2858.9715234375
14469,Men Synthetic Leather Chappal (Coffee) Slides,4.0,Men,Flipkart,359,900,60.11,22046,2481,12212,3766,2528,1223,2317,1,359.01
9797,RODEO-2 Running Shoes For Men  (Blue),4.2,Men,Flipkart,873,999,12.61,5385,899,2895,1345,594,193,358,1,873.026103515625
4826,Ethnic Casual Bellies Jutis For Women  (Pink),3.9,Women,Flipkart,368,499,26.25,405,71,193,92,44,29,47,0,368.0125
16706,King Series Lace Up For Men  (Brown),3.9,Men,Flipkart,797,2499,68.11,27,1,14,4,5,1,3,0,796.93109375
16056,Slides,4.4,Men,Flipkart,424,499,15.03,7,1,5,0,2,0,0,0,424.000302734375
8487,Men Glossy Juttis/Mojaris Mojaris For Men  (Blue),4.1,Men,Flipkart,275,850,67.65,507,49,311,63,48,35,50,0,274.975
12128,High Heel Canvas Sneakers Casuals For Women  (Grey),4.7,Women,Flipkart,599,999,40.04,3,0,2,1,0,0,0,1,599.000390625
18703,JUTI / bellies Bellies For Women  (Red),3.4,Women,Flipkart,445,899,50.5,9,1,4,1,1,1,2,0,445.005
20343,Women Tan Heels Sandal,4.1,Women,Flipkart,494,999,50.55,56,7,28,14,8,2,4,1,494.0055078125
14620,Women Burgundy Bellies Sandal,3.8,Women,Flipkart,319,750,57.47,11,0,4,1,6,0,0,0,318.975
332,Mojaris For Men  (Black),4.1,Men,Flipkart,506,821,55.06,949,106,699,353,204,40,136,1,368.9573828125
19887,CAMANDO Running Shoes For Men  (Black),4.2,Men,Flipkart,1049,1699,38.26,1878,281,1060,414,199,63,142,1,1048.9626171875
6739,Lace Up For Men  (Brown),3.6,Men,Flipkart,949,2299,58.72,54,9,20,12,9,6,7,1,949.0271875000001
10047,Women Latest High Ankle Boots Boots For Women  (Black),4.2,Women,Flipkart,499,999,50.05,49,8,31,8,5,1,4,0,499.0005078125
11264,Men Black Casual Sandal,3.8,Men,Flipkart,451,999,54.85,16201,1944,7656,3114,2269,1221,1942,1,451.04851562500005
17112,S-Mu Slip On For Men  (Black),4.3,Men,Flipkart,455,999,54.45,34,7,21,9,1,0,3,0,455.04449218750005
11700,Latest Casual and Stylish Boots For Women  (Grey),4.2,Women,Flipkart,599,999,40.04,1206,189,664,293,131,44,72,1,599.000390625
58,Slippers,4.1,Women,Flipkart,256,513,62.44,7,1,4,3,4,3,2,0,192.6828125
12641,Women Black Flats Sandal,4.3,Women,Flipkart,782,999,21.72,401,61,243,96,31,13,16,1,782.01720703125
12230,Combo pack of 2 Casuals Shoes For Men (1563-1564) Running Shoes For Men  (Multicolor),3.8,Men,Flipkart,498,998,50.1,2346,271,1117,414,316,181,318,1,498.00203125
20503,Women Off White Wedges Sandal,4.3,Women,Flipkart,599,1699,64.74,112,19,61,32,12,5,2,1,599.067421875
16979,Women White Bellies Sandal,3.9,Women,Flipkart,379,899,57.84,723,82,343,176,88,43,74,0,379.01839843749997
3718,SM-162 Sneakers For Men  (Black),4.2,Men,Flipkart,779,949,17.91,38817,6075,21972,9282,3788,1329,2446,1,779.0341015625
6165,Jutis For Men  (Tan),3.8,Men,Flipkart,780,999,21.92,4,1,2,1,0,0,1,0,780.01919921875
14435,Boots For Women  (Pink),4.3,Women,Flipkart,385,999,61.46,442,58,275,85,34,17,31,1,385.01460937499996
17872,Sneakers For Men  (Black),3.8,Men,Flipkart,299,999,70.07,2437,210,1291,296,263,202,385,1,299.000703125
12419,Flip Flops,3.3,Women,Flipkart,169,499,66.13,4,1,1,1,0,2,0,0,169.01132812499998
10311,Asian Women's Loafer,3.6,Women,Amazon,349,474,26.37,85,37,18,5,15,27,35,0,349.00619140624997
3200,Women Orange Sports Sandal,3.5,Women,Flipkart,948,995,4.72,2,1,1,0,0,1,0,1,948.0360009765625
6862,Oxford For Men  (Black),4.3,Men,Flipkart,2076,2595,20.0,348,69,213,83,28,4,20,1,2076.0
4751,Men Brown Casual Sandal,4.1,Men,Flipkart,796,799,0.38,726,102,362,211,84,24,45,1,795.9638000488281
2952,Men Brown Casual Sandal,3.8,Men,Flipkart,399,999,60.06,4872,586,2258,924,719,360,611,1,399.0005859375
2954,Girl's Synthetic Leather Bellies For Women  (Black),3.9,Women,Flipkart,299,599,50.08,638,65,328,107,79,65,59,0,299.02078125
17858,Womens Golden Bellies For Women  (Gold),3.9,Women,Flipkart,299,999,70.07,16,3,7,4,2,2,1,1,299.000703125
8423,"Ankle Length Boots Boots For Women  (Black, White)",3.5,Women,Flipkart,469,999,53.05,13,3,6,3,1,1,3,0,469.0305078125
17279,"Combo Pack of 2 Casual & Sports Shoes (Loafers Shoes) Slip On Sneakers For Men  (Blue, Grey)",3.9,Men,Flipkart,569,998,42.99,9576,1090,4975,1589,1256,642,1114,1,568.959765625
4672,Women's White Mesh Runiing|Walking| Sports Shoes Walking Shoes For Women  (Pink),4.2,Women,Flipkart,571,999,42.84,,1028,3773,1498,593,227,416,0,571.0283984375001
16515,"Dancing Shoes For Men  (Navy, White)",3.9,Men,Flipkart,555,799,30.54,3146,417,1750,467,321,176,432,0,554.985390625
11185,Women Brown Heels Sandal,3.9,Women,Flipkart,425,499,14.83,71,12,34,17,7,3,8,1,424.99830078125
11524,Boots For Men  (Black),4.0,Men,Flipkart,399,999,60.06,1031,117,590,148,96,62,135,1,399.0005859375
14208,Women Brown Wedges Sandal,4.4,Women,Flipkart,474,999,52.55,28,8,18,6,2,1,1,0,474.0255078125
14605,Sneakers For Men  (White),3.9,Men,Flipkart,474,999,52.55,143,20,77,22,14,10,20,1,474.0255078125
10984,"Men Black, Olive Sports Sandal",3.8,Men,Flipkart,1349,2499,46.02,345,38,150,91,40,17,47,0,1348.96015625
17277,Men Black Casual Sandal,3.9,Men,Flipkart,1463,3695,60.41,1071,171,507,263,134,61,106,1,1462.85046875
7701,Women Black Wedges Sandal,4.0,Women,Flipkart,499,999,50.05,834,123,416,198,98,50,72,1,499.0005078125
19239,Amico Men's Sneaker,3.7,Men,Amazon,499,499,0.0,50,21,11,11,12,33,34,1,499.0
14991,Micro G Persuit Running Shoes For Women  (Black),4.6,Women,Flipkart,2827,6999,59.61,14,1,12,1,0,0,1,1,2826.8959375000004
10871,Women Tan Heels Sandal,4.4,Women,Flipkart,1493,1990,24.97,37,7,20,12,4,0,1,1,1493.0970312499999
6562,Jutis For Women  (Yellow),4.1,Women,Flipkart,249,499,50.1,2880,439,1533,628,376,140,203,0,249.001015625
17877,Men Beige Sports Sandal,3.8,Men,Flipkart,198,649,69.49,1326,163,703,176,169,98,180,0,198.00992187499997
12345,Women Black Heels Sandal,4.4,Women,Flipkart,475,999,52.45,444,79,284,87,38,18,18,1,475.02449218749996
20369,Slippers,3.9,Women,Flipkart,189,450,58.0,198,34,95,40,28,17,18,0,189.0
4053,Men Blue Clogs Sandal,3.8,Men,Flipkart,269,499,46.09,9636,1170,4318,2010,1429,633,1246,0,269.01089843750003
17131,Women Black Heels Sandal,4.2,Women,Flipkart,759,999,24.02,351,71,215,69,40,14,27,1,759.0401953125
11907,Men Leather Toecape Lace Up For Men  (Tan),4.1,Men,Flipkart,1288,4295,70.01,491,51,267,120,46,20,38,1,1288.0703125
12494,Perfect Stylish Casual Sneakers For Women & Girls Shoes Sneakers For Women  (Multicolor),4.1,Women,Flipkart,448,999,55.16,2559,384,1328,656,330,94,151,1,447.95160156249995
7520,MOCCASSIN Slip On For Men  (Black),3.8,,Flipkart,558,2299,75.73,,,,803,,189,308,1,557.9671874999999
3210,Flip Flops,3.8,Men,Flipkart,474,499,5.01,152,19,72,28,25,11,16,0,474.00009765625
13460,US Polo Men's Clarkin Sneakers,3.8,Men,Amazon,1499,1799,16.68,38,19,10,8,9,30,42,1,1498.926796875
19415,Synthetic Leather Casual Sneaker shoes for Women/girls Sneakers For Women  (White),4.0,Women,Flipkart,699,1499,53.37,438,49,227,98,48,24,41,1,698.98375
6141,Women Black Heels Sandal,3.9,Women,Flipkart,385,799,51.81,585,63,301,104,78,36,63,0,385.0380859375
17618,Slip On Sneakers For Women  (Pink),4.2,Women,Flipkart,474,999,52.55,108,18,61,23,13,2,10,1,474.0255078125
15531,Women Tan Wedges Sandal,3.4,Women,Flipkart,1048,2290,54.24,30,2,8,8,7,1,6,1,1047.903984375
19732,Women Blue Wedges Sandal,3.8,Women,Flipkart,149,499,70.14,2331,315,1176,389,303,168,297,0,149.00140625
11777,Women Beige Flats Sandal,4.0,Women,Flipkart,499,599,16.69,593,87,285,149,64,40,55,0,499.02689453125
9072,Perfect Stylish Casual Sneakers For Women & Girls Shoes Sneakers For Women  (Multicolor),4.1,Women,Flipkart,444,999,55.56,,,,656,330,94,151,1,443.9555859375
11276,Flip Flops,3.6,Women,Flipkart,299,1598,81.29,202,25,82,45,26,15,32,0,298.98578124999995
3233,Oxford For Men  (Black),3.7,Men,Flipkart,699,1499,53.37,77,11,30,20,10,6,11,1,698.98375
12843,Combo pack 2 casual bellies for women Walking Shoes For Women  (Multicolor),3.7,Women,Flipkart,630,998,36.87,227,26,98,43,39,17,30,1,630.0374218750001
19203,Boots For Women  (Black),4.2,Women,Flipkart,599,1499,60.04,318,67,192,55,32,14,25,1,599.000390625
12918,Men Black Flats Sandal,3.8,Men,Flipkart,594,999,40.54,149,13,71,30,18,12,18,0,594.005390625
16402,Jutis For Men  (Brown),3.1,Men,Flipkart,440,499,11.82,32,5,12,2,4,4,10,0,440.018203125
7547,Running Shoes For Men  (Yellow),3.8,Men,Flipkart,449,999,55.06,146,17,78,15,17,14,22,1,448.9505859375
12889,Flip Flops,4.5,Women,Flipkart,199,599,66.78,11,0,8,2,0,0,1,0,198.98781250000002
11571,"New Fashionable Waterproof Casual Shoes,Walking Shoes,Rubber Shoes,Lightweight Shoes Casuals For Women  (Pink)",4.0,Women,Flipkart,399,799,50.06,1177,215,607,254,152,55,106,1,399.0205859375
16248,Flip Flops,3.9,Women,Flipkart,148,299,50.5,4594,649,2253,836,633,326,548,0,148.005
17062,Men Black Sandal,3.6,,Flipkart,399,998,60.02,,9,,17,6,5,21,1,399.000390625
9986,Designer Ethnic Rajasthani Jaipuri Velvet Jutti for Women and Girls. Jutis For Women  (Yellow),4.0,Women,Flipkart,299,999,70.07,389,51,228,57,43,26,40,0,299.000703125
11497,Glarus M Running Shoes For Men  (Green),4.2,Men,Flipkart,1049,2499,58.02,8210,1077,4594,2100,798,269,449,1,1049.08015625
7631,High Heel Canvas Sneakers Casuals For Women  (Grey),4.7,Women,Flipkart,599,999,40.04,3,0,2,1,0,0,0,1,599.000390625
8539,Women Grey Wedges Sandal,3.8,,Flipkart,474,999,52.55,,,,,,40,43,0,474.0255078125
4472,"Sports,Running,Casual Slippers",4.0,Men,Flipkart,295,499,40.88,2531,320,1384,437,305,147,258,1,295.0087890625
9040,Casuals For Men  (Black),4.1,Men,Flipkart,426,999,57.36,3315,421,1964,557,327,160,307,1,425.97359374999996
20148,Girls Canvas Heel Sneakers For Women  (Red),4.0,Women,Flipkart,599,649,7.7,14575,2331,7764,3040,1768,662,1341,1,599.027001953125
10590,Men Brown Sandal,4.0,Men,Flipkart,474,999,52.55,767,109,375,180,94,50,68,1,474.0255078125
312,Women Pink Flats Sandal,3.6,Women,Flipkart,403,861,60.06,15,3,4,7,8,5,4,1,343.8833984375
15347,Slip On For Men  (Black),4.0,Men,Flipkart,499,999,50.05,792,106,415,158,99,44,76,1,499.0005078125
2853,Men Brown Clogs Sandal,3.9,Men,Flipkart,2797,3995,29.99,455,44,220,97,52,26,60,1,2796.89953125
14317,Slides,3.7,Men,Flipkart,379,999,62.06,150,22,69,25,20,13,23,1,379.02058593749996
13338,Flip Flops,4.1,Men,Flipkart,599,1299,53.89,99,9,56,20,9,7,7,0,598.96890625
2052,Men Brown Sandal,3.9,Men,Flipkart,389,999,61.06,15178,1895,7530,2956,2043,947,1702,1,389.01058593749997
129,Flip Flops,3.7,Women,Flipkart,180,651,60.12,646,88,405,122,166,67,83,0,259.6187890625
19963,Men Green Casual Sandal,3.9,Men,Flipkart,1047,1999,47.62,898,100,434,199,110,45,110,1,1047.07625
2864,UNO HI - THE HUNT Sneakers For Women  (Black),4.6,Women,Flipkart,3299,5999,45.01,7,1,6,0,0,1,0,1,3298.8503125
10771,"Men Black, Red Sandal",4.0,Men,Flipkart,840,999,15.92,1365,197,690,335,144,67,129,1,839.95919921875
505,Boots For Women  (Black),4.3,Women,Flipkart,375,832,60.26,2348,390,1605,269,128,95,237,0,330.636796875
6589,Boots For Women  (Black),3.9,Women,Flipkart,398,999,60.16,70,10,38,12,5,5,10,0,398.0016015625
15161,"88 Running Shoes For Women  (Purple, Pink)",4.3,Women,Flipkart,819,999,18.02,5646,828,3019,1729,529,151,218,1,818.9801953125
1978,Welcome Pure Women'S Leather Sliper Red Uk-5 Slippers,4.1,Women,Flipkart,305,499,38.88,3067,470,1592,695,387,135,260,1,304.9887890625
7531,Pink Bellies For Women  (Pink),4.2,Women,Flipkart,549,999,45.05,291,54,163,66,35,12,14,1,548.9505078125001
13245,172 Smart Mehndi Lace-Ups Casuals for Men Sneakers For Men Sneakers For Men  (Olive),4.0,Men,Flipkart,269,499,46.09,26948,2952,14763,4292,3069,1694,3130,1,269.01089843750003
19848,Mojaris For Men  (White),4.0,Men,Flipkart,474,999,52.55,1430,190,753,263,179,89,146,0,474.0255078125
17351,Women Maroon Flats Sandal,4.1,Women,Flipkart,599,999,40.04,16,1,5,8,3,0,0,1,599.000390625
10411,Women Black Heels Sandal,3.8,Women,Flipkart,474,799,40.68,264,44,129,46,33,18,38,0,473.966796875
13858,Slip On For Women  (Yellow),3.9,Women,Flipkart,189,499,62.12,869,105,466,146,100,54,105,0,189.02121093749997
15386,Sneakers For Women  (Pink),4.3,Women,Flipkart,679,1699,60.04,199,34,122,38,19,11,9,1,678.920390625
4153,Flip Flops,4.1,Women,Flipkart,299,599,50.08,42,9,19,13,5,3,1,1,299.02078125
17324,Mojaris For Women  (Multicolor),3.7,Women,Flipkart,501,999,49.85,6126,952,2779,1040,962,507,838,1,500.998515625
16265,Slippers,4.0,Women,Flipkart,417,1399,70.19,4506,593,2217,1137,590,222,340,1,417.041875
5537,Women Pink Flats Sandal,3.7,Women,Flipkart,201,499,59.72,259,36,123,38,34,22,42,1,200.9971875
7221,WIKA_R023 Sneakers For Women  (Grey),3.8,Women,Flipkart,394,799,50.69,829,134,375,186,116,63,89,1,393.9869140625
10092,Combo pack of 2 Ethnic juti Jutis For Women  (Multicolor),4.0,Women,Flipkart,469,899,47.83,59,8,33,9,7,4,6,0,469.00828125
10859,"Combo Pack of 5 Casual Shoes Slip On Sneakers For Men  (Blue, Black, Beige)",4.0,Men,Flipkart,689,2495,72.38,1743,219,939,320,223,84,177,1,689.1190624999999
18840,"Women Navy, Blue Sports Sandal",3.2,Women,Flipkart,569,799,28.79,172,17,50,40,27,11,44,1,568.967890625
6873,Men Blue Casual Sandal,3.9,Men,Flipkart,1047,1999,47.62,898,100,434,199,110,45,110,1,1047.07625
8439,Women Blue Sports Sandal,4.3,Women,Flipkart,499,1599,68.79,64,6,31,23,6,3,1,1,499.04789062500004
9053,WF_HF_06 Flip Flops,3.6,Women,Flipkart,329,399,17.54,62,8,23,16,10,4,9,1,329.0153955078125
7376,SOLAR FUSE Running Shoes For Women  (Navy),4.4,Women,Flipkart,3849,5499,30.01,126,18,85,26,5,2,8,1,3848.75015625
12766,Embroidery Work Jutis For Women  (Multicolor),3.4,Women,Flipkart,234,699,66.52,70,10,23,14,13,7,13,0,234.02523437500003
8048,Officewear Perfect Style Lace Up For Men  (Brown),3.9,Men,Flipkart,499,999,50.05,23,6,12,5,1,2,3,0,499.0005078125
13397,Men Ethnic Laser Cut Mojaris/Jutis Mojaris For Men  (Tan),4.0,Men,Flipkart,285,850,66.47,51,8,28,9,4,5,5,0,285.005
20118,"Women Grey, Green Sports Sandal",4.1,Women,Flipkart,650,699,7.01,207,26,111,51,19,8,18,1,650.00009765625
19051,Aril Attack II Ms Flip Flops,3.9,Men,Flipkart,629,899,30.03,249,24,112,69,32,12,24,1,629.03029296875
9296,Combo Pack of 5 Casual Shoes Loafers For Men  (Multicolor),4.1,Men,Flipkart,698,2495,72.02,131,13,77,20,15,8,11,1,698.10109375
14955,Women Tan Flats Sandal,4.1,Women,Flipkart,639,799,20.03,37,7,18,12,3,1,3,1,638.96029296875
19550,Men Synthetic Leather Chappal (Beige) Slides,4.0,Men,Flipkart,341,900,62.11,22041,2481,12208,3765,2528,1223,2317,1,341.01
1344,Badboy Style Flip Flop Offcourt Slides Slipper White & Black for Men Slides,3.6,Men,Flipkart,199,399,50.13,142,18,69,20,13,9,31,1,198.9812890625
10977,Flip Flops,3.8,Women,Flipkart,320,599,46.58,57,9,30,8,6,3,10,0,319.98578125
16330,Zipper Boots For Women And Girls Boots For Women  (Grey),4.0,Women,Flipkart,599,999,40.04,288,47,152,60,28,11,37,0,599.000390625
6604,SL 164 Walking Shoes For Women  (Blue),4.4,Women,Flipkart,899,999,10.01,1944,345,1198,528,121,38,59,1,899.00009765625
10242,TRENDY SNEKEARS FOR MEN Sneakers For Men  (Blue),4.0,Men,Flipkart,199,499,60.12,45,7,30,3,2,3,7,0,199.0012109375
16468,Women Brown Heels Sandal,3.9,Women,Flipkart,499,999,50.05,1708,228,838,327,212,120,211,0,499.0005078125
18773,Women Navy Flats Sandal,4.1,Women,Flipkart,363,599,39.4,1065,125,563,229,133,53,86,0,362.99398437499997
19864,Bellies For Women  (Blue),4.1,Women,Flipkart,699,899,22.25,132,23,66,38,11,6,11,0,698.9725
2360,Flip Flops,3.7,Men,Flipkart,299,799,62.58,11778,1311,5087,2359,1592,878,1862,0,298.98578125
17760,Women Silver Flats Sandal,3.9,Women,Flipkart,289,699,58.66,125,14,62,27,16,6,14,1,288.9666015625
2956,Pink Fluffy Fur Bow Winter Slides,4.3,Women,Flipkart,493,749,34.18,1012,121,595,234,106,33,44,1,492.991796875
20663,Women Gold Wedges Sandal,3.3,Women,Flipkart,569,999,43.04,43,5,13,8,11,3,8,0,569.030390625
3581,Mojaris For Men  (Black),4.2,Men,Flipkart,449,999,55.06,321,48,192,62,34,17,16,1,448.9505859375
8234,Flip Flops,3.9,Men,Flipkart,444,499,11.02,253,21,130,46,31,19,27,0,444.0101953125
7834,SL 165 Walking Shoes For Women  (Purple),4.4,Women,Flipkart,870,999,12.91,437,70,249,133,32,7,16,1,870.0291015625
8825,Synthetic Casual Partywear Stylish Sneakers Shoes For Mens And Boys Boots For Women  (Pink),4.1,Women,Flipkart,492,999,50.75,209,41,116,44,22,12,16,1,492.0075
15907,Men's Formal Lace Up Shoe Lace Up For Men  (Black),4.2,Men,Flipkart,698,699,0.14,691,90,393,152,74,24,48,0,698.0213999938965
15581,"Women Red, Off White Heels Sandal",4.0,Women,Flipkart,349,699,50.07,193,21,98,36,33,10,16,0,349.010703125
6152,HS112 Bellies For Women  (Grey),3.7,Women,Flipkart,549,999,45.05,29,5,11,8,4,3,3,0,548.9505078125001
6724,Women Pink Heels Sandal,4.1,Women,Flipkart,569,999,43.04,372,65,205,82,40,21,24,1,569.030390625
13864,"Urban Graphicster Wn's Sneakers For Women  (White, Maroon)",4.0,Women,Flipkart,925,2999,69.16,365,40,177,94,46,19,29,1,924.8915625
15924,Women Beige Bellies Sandal,3.8,Women,Flipkart,542,1199,54.8,110,18,49,21,21,3,16,0,541.948046875
9741,Prefect Style Walking Shoes For Men  (Yellow),3.8,Men,Flipkart,389,999,61.06,1243,176,,,,88,167,0,389.01058593749997
16363,Training & Gym Shoes For Women  (Black),4.4,Women,Flipkart,3704,5995,38.22,15,1,10,2,2,1,0,1,3703.7109375
3540,Traditional Wedding Bellies Jutis For Women  (Green),4.1,Women,Flipkart,499,999,50.05,41,13,20,11,7,0,3,1,499.0005078125
